date,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_StdDev,BB_Upper,BB_Lower
2025-02-10 00:38:22.532197,1.1,1.1007330462310914,1.0972975278598631,1.0980305740909546,89404.79592465922,,,1.0980305740909546,1.0980305740909546,0.0,0.0,,,,,
2025-02-11 00:38:22.532197,1.0980305740909546,1.0984676745028732,1.0964445752158583,1.0968816756277768,110265.34866226712,,,1.097853820481235,1.0979454705010896,-9.165001985467214e-05,-1.833000397093443e-05,,,,,
2025-02-12 00:38:22.532197,1.0968816756277768,1.0984845252912359,1.0949117120769283,1.0965145617403875,101941.5509869608,,,1.0976477806749507,1.097839477259556,-0.00019169658460538308,-5.300332009782416e-05,,,,,
2025-02-13 00:38:22.532197,1.0965145617403875,1.0990182638936046,1.096358057854703,1.09886176000792,119372.89981065778,,,1.0978345467261768,1.097915201907583,-8.065518140631944e-05,-5.853369235952322e-05,,,,,
2025-02-14 00:38:22.532197,1.09886176000792,1.1012160303645206,1.0969058403983105,1.099260110754911,85958.93812245295,,,1.098053864269059,1.0980148247851629,3.903948389605283e-05,-3.9019057108408016e-05,,,,,
2025-02-17 00:38:22.532197,1.099260110754911,1.099260110754911,1.0964984820433923,1.0964984820433923,93446.75706804464,,,1.0978145746958794,1.0979025031005873,-8.792840470794872e-05,-4.880092662831616e-05,,,,,
2025-02-18 00:38:22.532197,1.0964984820433923,1.0983979477508907,1.0958747486977398,1.0977742144052383,92157.83693735684,,,1.0978083654203963,1.0978930002342653,-8.463481386900007e-05,-5.5967704076452944e-05,,,,,
2025-02-19 00:38:22.532197,1.0977742144052383,1.098597471659075,1.0967570510953533,1.0975803083491902,70729.70103735762,,,1.0977732797171338,1.0978698378724079,-9.655815527409572e-05,-6.40857943159815e-05,,,,,
2025-02-20 00:38:22.532197,1.0975803083491902,1.099092288679895,1.0948182078250592,1.0963301881557639,105922.40554129152,,,1.097551265630769,1.0977557897452492,-0.0002045241144801313,-9.217345834881146e-05,,,,,
2025-02-21 00:38:22.532197,1.0963301881557639,1.0989905944133624,1.0948585763532195,1.097518982610818,105221.10544359779,,,1.097546299012315,1.097738248476032,-0.0001919494637170338,-0.00011212865942245594,,,,,
2025-02-24 00:38:22.532197,1.097518982610818,1.0993132902710596,1.097039465387914,1.0988337730481557,100102.26913284922,,,1.097744371940906,1.0978193984443374,-7.502650343149675e-05,-0.00010470822822426411,,,,,
2025-02-25 00:38:22.532197,1.0988337730481557,1.1011557767681517,1.097675824630049,1.099997828350045,95308.25733249706,,,1.098091057542312,1.097980763622538,0.00011029391977390723,-6.170779862462984e-05,,,,,
2025-02-26 00:38:22.532197,1.099997828350045,1.1014047390758215,1.0974530724752176,1.098859983200994,71692.58515899171,,,1.0982093537974937,1.09804589099872,0.00016346279877366143,-1.667367914497159e-05,,,,,
2025-02-27 00:38:22.532197,1.098859983200994,1.0997325550753405,1.096566952640542,1.0974395245148882,91587.09354469282,,,1.0980909185232468,1.0980009749628805,8.994356036629014e-05,4.649768757280755e-06,48.14937207442201,,,,
2025-02-28 00:38:22.532197,1.0974395245148882,1.0988012184978466,1.0957122667627786,1.0970739607457372,93145.70966946462,,,1.097934463480553,1.0979323072430922,2.156237460804178e-06,4.1510624979854396e-06,47.07179315697768,,,,
2025-03-03 00:38:22.532197,1.0970739607457372,1.0987778261451193,1.096552269272418,1.0982561346718003,83954.45461556762,,,1.0979839513561296,1.0979562944600336,2.7656896095962225e-05,8.852229217580798e-06,54.19868509660416,,,,
2025-03-04 00:38:22.532197,1.0982561346718003,1.0985332003650414,1.0967538920616235,1.097030957754865,96774.28576667982,,,1.097837336955935,1.0978877510003915,-5.0414044456381646e-05,-3.001025517211692e-06,51.49890328750703,,,,
2025-03-05 00:38:22.532197,1.097030957754865,1.099066098992446,1.094874451718586,1.096909592956167,108081.01713629077,,,1.0976946071098168,1.0978152948489674,-0.0001206877391506378,-2.6538368243896916e-05,43.49275979662805,,,,
2025-03-06 00:38:22.532197,1.096909592956167,1.0979534627925274,1.0937522086210372,1.0947960784573973,137723.7180242106,,,1.097248679624829,1.0975916491903326,-0.00034296956550350366,-8.982460769581827e-05,36.64672795575625,,,,
2025-03-07 00:38:22.532197,1.0947960784573973,1.0952454997499128,1.0918461953780931,1.0922956166706086,103491.55625663677,1.0973372154078507,,1.0964866699395643,1.0971993504851678,-0.0007126805456034724,-0.0002143957952773491,37.22840642153916,1.0973372154078507,0.0016874266268659761,1.1007120686615826,1.0939623621541188
2025-03-10 00:38:22.532197,1.0922956166706086,1.0945299679162077,1.0920128785430614,1.0942472297886605,105151.00781445528,1.0971480481927358,,1.0961421406855791,1.096980674878019,-0.0008385341924399548,-0.00033922347470987025,39.70514376301739,1.0971480481927358,0.0018129990268808912,1.1007740462464977,1.093522050138974
2025-03-11 00:38:22.532197,1.0942472297886605,1.096481780096886,1.0939341513730478,1.0961687016812736,98511.08168467665,1.0971123994954106,,1.096146226992609,1.0969205287152972,-0.0007743017226882198,-0.00042623912430554017,46.25715554934127,1.0971123994954106,0.0018254789221877157,1.1007633573397861,1.093461441651035
2025-03-12 00:38:22.532197,1.0961687016812736,1.0979705096595656,1.094292642622955,1.096094450601247,61624.57569401917,1.0970913939384537,,1.0961382613939379,1.0968593377438862,-0.0007210763499483352,-0.00048520656943409923,49.333379303238104,1.0970913939384537,0.0018351118983954307,1.1007616177352446,1.0934211701416627
