date,open,high,low,close,volume,SMA_20,SMA_50,EMA_12,EMA_26,MACD,MACD_Signal,RSI,BB_Middle,BB_StdDev,BB_Upper,BB_Lower
2025-02-10 00:38:23.793969,149.5,149.50073304623112,149.49729752785987,149.49803057409096,89404.79592465922,,,149.49803057409096,149.49803057409096,0.0,0.0,,,,,
2025-02-11 00:38:23.793969,149.49803057409096,149.49846767450285,149.49644457521586,149.49688167562778,110265.34866226712,,,149.49785382048125,149.4979454705011,-9.16500198400172e-05,-1.833000396800344e-05,,,,,
2025-02-12 00:38:23.793969,149.49688167562778,149.49848452529125,149.49491171207694,149.49651456174038,101941.5509869608,,,149.49764778067495,149.49783947725956,-0.00019169658460782557,-5.3003320095967867e-05,,,,,
2025-02-13 00:38:23.793969,149.49651456174038,149.4990182638936,149.49635805785468,149.4988617600079,119372.89981065778,,,149.49783454672618,149.49791520190757,-8.065518139233063e-05,-5.853369235524042e-05,,,,,
2025-02-14 00:38:23.793969,149.4988617600079,149.5012160303645,149.4969058403983,149.4992601107549,85958.93812245295,,,149.49805386426905,149.49801482478514,3.903948390870937e-05,-3.901905710245047e-05,,,,,
2025-02-17 00:38:23.793969,149.4992601107549,149.4992601107549,149.4964984820434,149.4964984820434,93446.75706804464,,,149.4978145746959,149.4979025031006,-8.79284046959583e-05,-4.8800926621152035e-05,,,,,
2025-02-18 00:38:23.793969,149.4964984820434,149.4983979477509,149.49587474869776,149.49777421440524,92157.83693735684,,,149.4978083654204,149.49789300023428,-8.4634813873663e-05,-5.596770407165424e-05,,,,,
2025-02-19 00:38:23.793969,149.49777421440524,149.49859747165908,149.49675705109536,149.4975803083492,70729.70103735762,,,149.49777327971714,149.49786983787243,-9.65581552918593e-05,-6.408579431569526e-05,,,,,
2025-02-20 00:38:23.793969,149.4975803083492,149.49909228867992,149.4948182078251,149.49633018815578,105922.40554129152,,,149.4975512656308,149.49775578974527,-0.00020452411447990926,-9.217345834853805e-05,,,,,
2025-02-21 00:38:23.793969,149.49633018815578,149.49899059441336,149.4948585763532,149.4975189826108,105221.10544359779,,,149.49754629901233,149.49773824847605,-0.00019194946372635968,-0.0001121286594241024,,,,,
2025-02-24 00:38:23.793969,149.4975189826108,149.49931329027106,149.4970394653879,149.49883377304815,100102.26913284922,,,149.4977443719409,149.49781939844436,-7.502650345259099e-05,-0.00010470822822980012,,,,,
2025-02-25 00:38:23.793969,149.49883377304815,149.50115577676814,149.49767582463005,149.49999782835005,95308.25733249706,,,149.49809105754233,149.49798076362256,0.0001102939197608066,-6.170779863167877e-05,,,,,
2025-02-26 00:38:23.793969,149.49999782835005,149.5014047390758,149.49745307247522,149.498859983201,71692.58515899171,,,149.4982093537975,149.49804589099872,0.00016346279878121095,-1.667367914910083e-05,,,,,
2025-02-27 00:38:23.793969,149.498859983201,149.49973255507535,149.49656695264053,149.49743952451487,91587.09354469282,,,149.49809091852325,149.49800097496288,8.994356036851059e-05,4.649768754421453e-06,48.149372074355064,,,,
2025-02-28 00:38:23.793969,149.49743952451487,149.49880121849785,149.49571226676275,149.49707396074572,93145.70966946462,,,149.49793446348056,149.49793230724308,2.156237485451129e-06,4.151062500627389e-06,47.07179315691195,,,,
2025-03-03 00:38:23.793969,149.49707396074572,149.4987778261451,149.4965522692724,149.49825613467178,83954.45461556762,,,149.49798395135613,149.49795629446,2.7656896122607577e-05,8.852229225023427e-06,54.19868509654418,,,,
2025-03-04 00:38:23.793969,149.49825613467178,149.49853320036505,149.49675389206163,149.49703095775487,96774.28576667982,,,149.49783733695594,149.49788775100038,-5.04140444377299e-05,-3.0010255075272382e-06,51.498903287548806,,,,
2025-03-05 00:38:23.793969,149.49703095775487,149.49906609899244,149.4948744517186,149.49690959295617,108081.01713629077,,,149.49769460710982,149.49781529484895,-0.00012068773912687902,-2.6538368231397596e-05,43.49275979664427,,,,
2025-03-06 00:38:23.793969,149.49690959295617,149.49795346279254,149.49375220862103,149.4947960784574,137723.7180242106,,,149.49724867962482,149.49759164919033,-0.0003429695655086107,-8.98246076868402e-05,36.64672795573687,,,,
2025-03-07 00:38:23.793969,149.4947960784574,149.49524549974993,149.4918461953781,149.4922956166706,103491.55625663677,149.49733721540787,,149.49648666993954,149.49719935048515,-0.0007126805456039165,-0.00021439579527025548,37.2284064214576,149.49733721540787,0.001687426626864771,149.50071206866158,149.49396236215415
2025-03-10 00:38:23.793969,149.4922956166706,149.4945299679162,149.49201287854305,149.49424722978867,105151.00781445528,149.49714804819274,,149.49614214068555,149.496980674878,-0.0008385341924395107,-0.0003392234747041066,39.70514376303971,149.49714804819274,0.0018129990268788698,149.5007740462465,149.49352205013898
2025-03-11 00:38:23.793969,149.49424722978867,149.4964817800969,149.49393415137305,149.49616870168128,98511.08168467665,149.4971123994954,,149.49614622699258,149.49692052871526,-0.0007743017226857773,-0.00042623912430044073,46.257155549347644,149.4971123994954,0.0018254789221850587,149.50076335733976,149.49346144165102
